Symbol,Description,Last,Net Chng,%Change,Volume,Bid,Ask,High,Low,EPS,Market Cap,Vol Index
PLWN,PINELAWN CEMETERY COM,590.00,0,0.00%,<empty>,507.01,708.00,0,0,<empty>,0,<empty>
PLYA,PLAYA HOTELS & RESORTS N V COM,8.89,0,0.00%,<empty>,8.71,9.57,0,0,.35,"1,354 M",++
PMMAF,PUMA SE COM,47.99,0,0.00%,<empty>,44.12,51.59,0,0,2.451,"7,187 M",<empty>
PNGB,PANGLOBAL BRANDS INC COM,.0001,0,0.00%,<empty>,0,.0001,0,0,<empty>,0,<empty>
POAHY,PORSCHE AUTOMOBIL HOLDING SE ADR UNSPONSORED,5.53,0,0.00%,<empty>,5.45,5.53,0,0,1.344,"16,936 M",<empty>
POL/WS,POLISHED INC WARRANT,.0775,0,0.00%,<empty>,.0676,.0887,0,0,<empty>,0,<empty>
POOL,POOL CORPORATION COM,316.23,0,0.00%,<empty>,302.00,362.09,0,0,16.87,"12,345 M",40.27%
POWW,AMMO INC COM,1.76,0,0.00%,<empty>,1.70,1.80,0,0,-.04,207 M,87.11%
POWWP,AMMO INC 8.75% CUM RED PFD SHS SE *CLBL,24.30,0,0.00%,<empty>,23.52,25.30,0,0,<empty>,0,<empty>
PPRUF,KERING COM,536.976,0,0.00%,<empty>,510.050,555.450,0,0,30.84,"65,670 M",<empty>
PPRUY,KERING ADR UNSPONSORED,53.38,0,0.00%,<empty>,52.10,53.44,0,0,3.084,"65,281 M",<empty>
PRDO,PERDOCEO EDUCATION CORPORATION COM,11.79,0,0.00%,<empty>,11.00,12.49,0,0,1.43,796 M,46.28%
PRDSY,PRADA SPA ADR UNSPONSORED,13.56,0,0.00%,<empty>,12.71,13.90,0,0,.383,"17,349 M",<empty>
PRKA,PARKS AMERICA INC COM,.3375,0,0.00%,<empty>,.2720,.3398,0,0,.01,25 M,<empty>
PRPL,PURPLE INNOVATION INC COM,3.46,0,0.00%,<empty>,3.20,3.90,0,0,-1.14,364 M,++
PRRWF,PARK LAWN CORP COM,18.25,0,0.00%,<empty>,17.01,19.20,0,0,.607,625 M,<empty>
PRTS,CARPARTS COM INC COM,4.17,0,0.00%,<empty>,4.10,4.35,0,0,-.04,235 M,52.33%
PRXIQ,PREMIER EXHIBITIONS INC COM,.000001,0,0.00%,<empty>,.002000,.006600,0,0,<empty>,0,<empty>
PSMMY,PERSIMMON ADR UNSPONSORED,29.91,0,0.00%,<empty>,28.69,31.28,0,0,4.266,"4,777 M",<empty>
PSNYW,POLESTAR AUTOMOTIVE HOLDING UK ADR,.6400,0,0.00%,<empty>,.6101,.6999,0,0,-.0949,"1,350 M",<empty>
PSO,PEARSON ADR SPONSORED,9.85,0,0.00%,<empty>,9.96,9.98,0,0,.3989,"7,054 M",31.11%
PTAIY,ASTRA INTERNATIONAL ADR UNSPONSORED,8.57,0,0.00%,<empty>,8.31,9.09,0,0,.9763,"17,347 M",<empty>
PTLO,PORTILLOS INC COM CL A,20.07,0,0.00%,<empty>,19.60,20.30,0,0,.2351,"1,104 M",46.07%
PUMSY,PUMA SE ADR UNSPONSORED,4.83,0,0.00%,<empty>,4.29,5.03,0,0,.2451,"7,233 M",<empty>
PURA,PURATION INC COM,.0001,0,0.00%,<empty>,.0011,.0018,0,0,<empty>,0.06 M,<empty>
PXFG,PHOENIX FOOTWEAR GROUP INC COM,.1499,0,0.00%,<empty>,.1061,.1739,0,0,-.0804,1.9 M,<empty>
PZRIF,PIZZA PIZZA ROYALTY CORP COM,10.80,0,0.00%,<empty>,.01,82.63,0,0,.6517,349 M,<empty>
PZZA,PAPA JOHNS INTERNATIONAL INC COM,70.11,0,0.00%,<empty>,67.05,73.00,0,0,2.25,"2,290 M",35.94%
QEPC,Q.E.P. CO INC COM,12.35,0,0.00%,<empty>,12.23,27.96,0,0,1.52,41 M,<empty>
QLIS,QUALIS INNOVATIONS INC COM,.5628,0,0.00%,<empty>,.2500,1.0000,0,0,-.11,4.8 M,<empty>
QOEG,QUALITY ONLINE EDUCATION GROUP COM,.0250,0,0.00%,<empty>,.0001,.0360,0,0,-.0014,46 M,<empty>
QSR,RESTAURANT BRANDS INTL INC COM,72.91,0,0.00%,<empty>,71.88,73.50,0,0,3.27,"22,693 M",21.37%
RAVE,RAVE RESTAURANT GROUP INC COM,1.71,0,0.00%,<empty>,1.49,1.75,0,0,.44,24 M,++
RCKY,ROCKY BRANDS INC COM,19.11,0,0.00%,<empty>,17.84,21.89,0,0,1.74,141 M,<empty>
RERE,ATRENEW INC ADR,2.79,0,0.00%,<empty>,2.72,3.00,0,0,-1.371,629 M,<empty>
RGS,REGIS CORP COM,.96,0,0.00%,<empty>,.95,1.01,0,0,-1.02,44 M,++
RH,RH COM,244.98,0,0.00%,<empty>,238.10,252.73,0,0,14.44,"5,402 M",46.85%
RHDGF,RETAIL HOLDINGS NV COM,.1248,0,0.00%,<empty>,.0700,.1500,0,0,<empty>,0,<empty>
RIBS,SOUTHERN CONCEPTS RESTAURANT G COM,.0050,0,0.00%,<empty>,.0037,.0088,0,0,<empty>,0.39 M,<empty>
RICK,RCI HOSPITALITY HOLDINGS INC COM,72.23,0,0.00%,<empty>,70.61,77.57,0,0,4.57,681 M,47.24%
RL,RALPH LAUREN CORP COM CL A,106.31,0,0.00%,<empty>,102.00,115.00,0,0,7.58,"6,953 M",37.92%
RNLSY,RENAULT SA ADR UNSPONSORED,6.66,0,0.00%,<empty>,5.61,7.96,0,0,-.2609,"9,567 M",<empty>
RRGB,RED ROBIN GOURMET BURGERS INC COM,12.67,0,0.00%,<empty>,11.74,13.80,0,0,-4.91,204 M,51.00%
RRR,RED ROCK RESORTS INC COM CL A,45.59,0,0.00%,<empty>,45.00,48.50,0,0,3.34,"2,653 M",30.76%
RSI,RUSH STREET INTERACTIVE INC COM,3.00,0,0.00%,<empty>,2.88,3.22,0,0,-.48,202 M,78.66%
RTMAF,REITMANS (CANADA) COM CL A,2.25,0,0.00%,<empty>,2.04,2.37,0,0,1.164,110 M,<empty>
RUTH,RUTHS HOSPITALITY GROUP INC COM,21.43,0,0.00%,<empty>,21.43,21.47,0,0,1.19,689 M,59.59%
RWGI,RODEDAWG INTL INDS COM,.0348,0,0.00%,<empty>,.0146,.0470,0,0,<empty>,0,<empty>
RYPPF,RYU APPAREL INC COM,.0074,0,0.00%,<empty>,.0070,199999.9900,0,0,.0006,1.6 M,<empty>
SABR,SABRE CORP COM,3.10,0,0.00%,<empty>,3.05,3.17,0,0,-1.85,"1,029 M",70.69%
SABRP,SABRE CORP 6.5% MANDATORY CON PFD S *CLBL,46.51,0,0.00%,<empty>,40.62,53.26,0,0,<empty>,0,<empty>
SAH,SONIC AUTOMOTIVE INC COM CL A,41.44,0,0.00%,<empty>,36.50,47.45,0,0,1.19,"1,468 M",56.44%
SCFFF,SPOT COFFEE LTD CDA COM,.0510,0,0.00%,<empty>,.0001,.1053,0,0,-.0037,8.1 M,<empty>
SCHYY,SANDS CHINA LTD ADR UNSPONSORED,32.20,0,0.00%,<empty>,31.00,33.63,0,0,-1.955,"26,060 M",<empty>
SCI,SERVICE CORP INTL COM,63.61,0,0.00%,<empty>,61.11,69.40,0,0,3.12,"9,616 M",25.95%
SCVL,SHOE CARNIVAL INC COM,19.57,0,0.00%,<empty>,17.09,22.41,0,0,3.61,535 M,54.56%
SDXAY,SODEXO ADR SPONSORED,21.63,0,0.00%,<empty>,20.85,22.55,0,0,1.136,"15,793 M",<empty>
SEAS,SEAWORLD ENTERTAINMENT INC COM,55.76,0,0.00%,<empty>,53.15,57.50,0,0,4,"3,562 M",44.10%
SFIX,STITCH FIX INC COM CL A,3.59,0,0.00%,<empty>,3.30,3.61,0,0,-2.67,404 M,158.81%
SG,SWEETGREEN INC COM CL A,9.53,0,0.00%,<empty>,9.19,9.78,0,0,-1.58,"1,062 M",69.64%
SGAMY,SEGA SAMMY HLDGS INC ADR SPONSORED,4.82,0,0.00%,<empty>,4.59,5.08,0,0,.3314,"4,255 M",<empty>
SGC,SUPERIOR GRP OF COMPANIES INC COM,8.70,0,0.00%,<empty>,8.30,9.97,0,0,-2.3,144 M,77.25%
SHAK,SHAKE SHACK INC COM CL A,66.17,0,0.00%,<empty>,63.60,71.75,0,0,-.39,"2,607 M",39.59%
SHCAY,SHARP CORP ADR UNSPONSORED,1.35,0,0.00%,<empty>,.01,1.38,0,0,-.0113,"3,506 M",<empty>
SHCO,SOHO HOUSE & CO INC COM CL A,6.02,0,0.00%,<empty>,5.61,6.90,0,0,-.88,"1,178 M",157.27%
SHOO,MADDEN (STEVEN) COM,31.21,0,0.00%,<empty>,27.25,35.48,0,0,2.31,"2,372 M",42.64%
SIETY,D'IETEREN GROUP ADR UNSPONSORED,89.145,0,0.00%,<empty>,84.100,88.850,0,0,3.272,"9,469 M",<empty>
SIMPQ,SIMPLY INC COM,.0004,0,0.00%,<empty>,.0520,.4600,0,0,-.93,0.01 M,<empty>
SKHSY,SEKISUI HOUSE ADR SPONSORED,19.59,0,0.00%,<empty>,18.61,19.64,0,0,2.021,"12,974 M",<empty>
SKX,SKECHERS USA INC COM CL A,51.37,0,0.00%,<empty>,48.75,53.97,0,0,2.63,"7,949 M",34.95%
SLNAW,SELINA HOSPITALITY PLC WARRANT,.0600,0,0.00%,<empty>,.0524,.0686,0,0,<empty>,0,<empty>
SMNNY,SHIMANO INC ADR UNSPONSORED,15.60,0,0.00%,<empty>,15.39,16.29,0,0,.963,"14,029 M",<empty>
SNBR,SLEEP NUMBER CORPORATION COM,18.14,0,0.00%,<empty>,17.00,18.52,0,0,2.02,402 M,76.45%
SNEJF,SONY GROUP CORPORATION COM,93.48,0,0.00%,<empty>,89.97,98.06,0,0,5.519,"115,405 M",<empty>
SNMSF,SPIN MASTER CORP COM 144A,25.05,0,0.00%,<empty>,21.57,25.85,0,0,2,"2,598 M",<empty>
SNPO,SNAP ONE HLDNS CORP COM,8.83,0,0.00%,<empty>,8.56,9.50,0,0,-.28,673 M,86.68%
SOLO,ELECTRAMECCANICA VEHS CORP COM,.5659,0,0.00%,<empty>,.5500,.5899,0,0,-.99,68 M,124.37%
SOLOW,ELECTRAMECCANICA VEHS CORP WARRANT,.0202,0,0.00%,<empty>,.0200,.0232,0,0,<empty>,0,<empty>
SOND,SONDER HOLDINGS INC COM,.7098,0,0.00%,<empty>,.6807,.7100,0,0,-1.24,156 M,++
SONDW,SONDER HOLDINGS INC WARRANT,.0349,0,0.00%,<empty>,.0304,.0400,0,0,<empty>,0,<empty>
SPMD,SPDR SERIES TRUST PORTFOLIO S&P 400 MID CAP ETF,42.24,0,0.00%,<empty>,42.23,42.49,0,0,<empty>,53 M,33.50%
SRAD,SPORTRADAR GROUP AG COM,12.06,0,0.00%,<empty>,11.00,13.57,0,0,.021,"3,584 M",66.16%
SRTTY,ZOZO INC ADR UNSPONSORED,4.00,0,0.00%,<empty>,3.83,4.18,0,0,.1904,"5,996 M",<empty>
STG,SUNLANDS TECHNOLOGY GROUP ADR,3.18,0,0.00%,<empty>,3.25,4.56,0,0,6.672,44 M,<empty>
STKS,THE ONE GROUP HOSPITALITY INC COM,7.06,0,0.00%,<empty>,6.16,8.09,0,0,.37,225 M,60.64%
STLY,HG HOLDINGS INC COM,7.50,0,0.00%,<empty>,6.30,8.00,0,0,1.23,22 M,<empty>
STRA,STRATEGIC EDUCATION INC COM,78.91,0,0.00%,<empty>,68.91,90.36,0,0,1.56,"1,941 M",38.45%
SWBI,SMITH AND WESSON BRANDS INC COM,11.73,0,0.00%,<empty>,11.73,11.87,0,0,1.32,538 M,47.90%
SWGAY,SWATCH GROUP ADR UNSPONSORED,14.90,0,0.00%,<empty>,14.42,15.40,0,0,.1665,"77,236 M",<empty>
SZKMY,SUZUKI MOTOR CORP ADR UNSPONSORED,130.49,0,0.00%,<empty>,12.95,220.35,0,0,12.51,"15,843 M",<empty>
TAIMF,TAIGA MOTORS CORP COM,.8800,0,0.00%,<empty>,.8800,4.0000,0,0,-1.464,28 M,<empty>
TBBC,TRIAD BUSINESS BK COM,7.65,0,0.00%,<empty>,7.60,8.15,0,0,<empty>,0,<empty>
TBLT,TOUGHBUILT INDUSTRIES INC COM,.8066,0,0.00%,<empty>,.8080,.8300,0,0,6.39,12 M,<empty>
TBLTW,TOUGHBUILT INDUSTRIES INC WARRANT,.0570,0,0.00%,<empty>,.0497,.0653,0,0,<empty>,0,<empty>
TBTC,TABLE TRAC INC COM,4.20,0,0.00%,<empty>,2.10,5004.38,0,0,.15,19 M,<empty>
TEDU,TARENA INTL INC ADR,3.21,0,0.00%,<empty>,2.82,3.67,0,0,1.04,35 M,<empty>
THCH,TH INTERNATIONAL LTD COM,2.65,0,0.00%,<empty>,2.71,2.96,0,0,-.8323,425 M,96.53%
THCHW,TH INTERNATIONAL LTD WARRANT,.6390,0,0.00%,<empty>,.5580,.7299,0,0,<empty>,0,<empty>
THO,THOR INDUSTRIES COM,78.27,0,0.00%,<empty>,75.00,82.00,0,0,14.49,"4,189 M",50.11%
THWWW,TARGET HOSPITALITY CORP WARRANT,4.07,0,0.00%,<empty>,3.55,4.67,0,0,<empty>,0,<empty>
TIME,CAPITOL SERIES TRUST CLOCKWISE CAPITAL INNOVATIO,21.199,0,0.00%,<empty>,18.51,24.28,0,0,<empty>,"2,322 M",84.59%
TKCM,TOKEN COMMUNITIES LTD COM,.0750,0,0.00%,<empty>,.0750,7.3000,0,0,-.0001,157 M,<empty>
TLF,TANDY LEATHER FACTORY INC COM,4.21,0,0.00%,<empty>,4.20,4.26,0,0,.15,35 M,<empty>
TLGN,EVER HARVEST INTL GROUP INC COM,.0113,0,0.00%,<empty>,.0018,.0400,0,0,-.0103,3.4 M,<empty>
TLYS,TILLYS INC COM CL A,7.80,0,0.00%,<empty>,7.50,8.68,0,0,.32,233 M,63.50%
TMHC,TAYLOR MORRISON HOME CORP COM,42.43,0,0.00%,<empty>,41.00,45.48,0,0,9.36,"4,630 M",40.40%
TNL,TRAVEL PLUS LEISURE CO COM,36.47,0,0.00%,<empty>,35.50,39.10,0,0,4.46,"2,780 M",45.91%
TOYOF,TOYOTA MOTOR CORP COM,13.64,0,0.00%,<empty>,13.50,14.22,0,0,1.312,"185,029 M",<empty>
TPR,TAPESTRY INC COM,40.02,0,0.00%,<empty>,38.20,43.01,0,0,3.68,"9,277 M",37.62%
TPX,TEMPUR SEALY INTERNATIONAL INC COM,35.64,0,0.00%,<empty>,35.02,36.22,0,0,2.32,"6,133 M",40.60%
TRNR,INTERACTIVE STRENGTH INC COM,5.08,0,0.00%,<empty>,4.43,5.82,0,0,-4.16,73 M,<empty>
TSYHY,TRAVELSKY TECHNOLOGY ADR SPONSORED,18.064,0,0.00%,<empty>,.010,114818.810,0,0,.3014,"5,286 M",<empty>
TTSH,TILE SHOP HLDGS INC COM,5.26,0,0.00%,<empty>,4.75,6.03,0,0,.31,235 M,72.84%
TWOU,2U INC COM,4.00,0,0.00%,<empty>,3.80,4.10,0,0,-3.2,322 M,154.21%
TXRH,TEXAS ROADHOUSE INC COM,107.90,0,0.00%,<empty>,105.00,116.00,0,0,4.17,"7,229 M",29.77%
UDMY,UDEMY INC COM,10.00,0,0.00%,<empty>,9.01,10.30,0,0,-1.22,"1,468 M",65.28%
UEIC,UNIVERSAL ELECTRONICS INC COM,8.07,0,0.00%,<empty>,7.50,9.25,0,0,-4.55,104 M,63.26%
UFI,UNIFI INC COM,7.21,0,0.00%,<empty>,7.00,8.26,0,0,-1.54,130 M,72.31%
UPBD,UPBOUND GROUP INC COM,29.91,0,0.00%,<empty>,28.00,31.00,0,0,1.13,"1,673 M",51.46%
URBN,URBAN OUTFITTERS INC COM,30.82,0,0.00%,<empty>,30.60,31.60,0,0,1.93,"2,856 M",39.59%
UTI,UNIVERSAL TECHNICAL INSTITUTE COM,6.43,0,0.00%,<empty>,5.61,7.37,0,0,.09,219 M,55.75%
VAC,MARRIOTT VACATIONS WORLDWIDE C COM,123.22,0,0.00%,<empty>,119.00,139.00,0,0,9.6,"4,536 M",33.13%
VCSA,VACASA INC COM,.7672,0,0.00%,<empty>,.7500,.8000,0,0,-.77,183 M,198.28%
VEEE,TWIN VEE POWERCATS CO COM,1.53,0,0.00%,<empty>,1.50,1.76,0,0,-.6937,15 M,<empty>
VIOT,VIOMI TECHNOLOGY CO LTD ADR,.8600,0,0.00%,<empty>,.8408,.9900,0,0,-.5683,59 M,<empty>
VLKAF,VOLKSWAGEN AG COM,150.395,0,0.00%,<empty>,145.650,163.900,0,0,26.21,"75,392 M",<empty>
VMAR,VISION MARINE TECH INC COM,3.69,0,0.00%,<empty>,3.22,4.23,0,0,-1.677,37 M,<empty>
VNCE,VINCE HOLDING CORP COM,5.30,0,0.00%,<empty>,4.62,6.07,0,0,-3.14,65 M,<empty>
VNJA,VANJIA CORP COM,6.1800,0,0.00%,<empty>,.0101,6.5000,0,0,.0013,185 M,<empty>
VOXX,VOXX INTERNATIONAL CORPORAT COM CL A,9.68,0,0.00%,<empty>,8.76,11.09,0,0,-1.17,224 M,61.74%
VRA,VERA BRADLEY INC COM,4.75,0,0.00%,<empty>,4.14,4.77,0,0,-1.9,146 M,61.29%
VSTA,VASTA PLATFORM LTD COM,3.10,0,0.00%,<empty>,3.00,3.55,0,0,-.1759,256 M,<empty>
VSTO,VISTA OUTDOOR INC COM,26.63,0,0.00%,<empty>,25.55,27.82,0,0,-.17,"1,522 M",40.79%
VTRU,VITRU LTD COM,15.15,0,0.00%,<empty>,13.23,16.99,0,0,.7282,512 M,<empty>
VWAGY,VOLKSWAGEN AG ADR UNSPONSORED,15.08,0,0.00%,<empty>,15.01,15.08,0,0,2.621,"75,595 M",<empty>
VZIO,VIZIO HLDG CORP COM CL A,6.53,0,0.00%,<empty>,6.51,7.09,0,0,.0543,"1,276 M",72.73%
WAFU,WAH FU EDUCATION GROUP LIMITED COM,2.16,0,0.00%,<empty>,2.16,2.25,0,0,.25,9.6 M,<empty>
WEYS,WEYCO GROUP COM,27.14,0,0.00%,<empty>,23.70,31.08,0,0,3.43,258 M,<empty>
WGO,WINNEBAGO INDUSTRIES INC COM,55.64,0,0.00%,<empty>,53.91,60.00,0,0,9.51,"1,700 M",47.18%
WH,WYNDHAM HOTELS & RESORTS INC COM,68.25,0,0.00%,<empty>,62.00,75.00,0,0,3.54,"5,860 M",40.00%
WINR,SIMPLICITY ESPORTS AND GAMING COM,.0065,0,0.00%,<empty>,.0058,.0082,0,0,-5.64,0.18 M,<empty>
WINRW,SIMPLICITY ESPORTS AND GAMING WARRANT,.003116,0,0.00%,<empty>,.003100,.003900,0,0,<empty>,0,<empty>
WPFH,WPF HOLDINGS INC COM,24.00,0,0.00%,<empty>,23.50,26.99,0,0,<empty>,0.01 M,<empty>
WSM,WILLIAMS-SONOMA INC COM,113.51,0,0.00%,<empty>,111.00,114.62,0,0,15.17,"7,290 M",39.13%
WTBDY,WHITBREAD ADR SPONSORED,10.245,0,0.00%,<empty>,9.880,10.820,0,0,.4206,"8,180 M",<empty>
WWW,WOLVERINE WORLD WIDE INC COM,13.38,0,0.00%,<empty>,11.68,15.33,0,0,-2.26,"1,063 M",65.95%
WYNMY,WYNN MACAU LTD ADR UNSPONSORED,8.50,0,0.00%,<empty>,.01,31.74,0,0,-1.811,"4,453 M",<empty>
XELB,XCEL BRANDS INC COM,.8700,0,0.00%,<empty>,.8100,.9500,0,0,-.31,17 M,<empty>
XPOF,XPONENTIAL FITNESS INC COM CL A,26.49,0,0.00%,<empty>,23.60,30.34,0,0,-.74,873 M,52.37%
XSVT,XSOVT BRANDS INC COM,.5000,0,0.00%,<empty>,.2178,.7500,0,0,<empty>,9.8 M,<empty>
XWEL,XWELL INC COM,.2321,0,0.00%,<empty>,.2320,.2498,0,0,-.38,19 M,<empty>
YAMCY,YAMAHA CORP ADR SPONSORED,39.56,0,0.00%,<empty>,3.92,44.40,0,0,1.588,"6,719 M",<empty>
YETI,YETI HOLDINGS INC COM,36.57,0,0.00%,<empty>,36.00,39.00,0,0,.86,"3,169 M",41.74%
YOSH,YOSHIHARU GLOBAL CO COM CL A,.6137,0,0.00%,<empty>,.5911,.6392,0,0,-.3275,7.9 M,<empty>
YQ,17 EDUCATION & TECH GRP INC ADR,.9651,0,0.00%,<empty>,.9600,1.0000,0,0,-.5023,47 M,243.88%
YTRA,YATRA ONLINE INC COM,2.10,0,0.00%,<empty>,1.96,2.08,0,0,-.0557,133 M,<empty>
YUEIY,YUE YUEN INDUSTRIAL HLDGS ADR UNSPONSORED,6.11,0,0.00%,<empty>,5.80,6.13,0,0,.9195,"1,970 M",<empty>
ZCMD,ZHONGCHAO INC COM CL A,1.05,0,0.00%,<empty>,1.00,1.05,0,0,-.113,27 M,<empty>
ZLDSF,ZALANDO SE COM,30.21,0,0.00%,<empty>,27.21,31.08,0,0,.1578,"7,824 M",<empty>
ZLNDY,ZALANDO SE ADR SPONSORED,14.49,0,0.00%,<empty>,14.14,15.08,0,0,.0789,"7,505 M",<empty>
ZMENY,ZHANGMEN ED INC ADR,.2650,0,0.00%,<empty>,.2650,.7300,0,0,5.373,5.3 M,<empty>
ZVOI,ZOVIO INC COM,.0020,0,0.00%,<empty>,.0035,.0070,0,0,-1.17,0.07 M,<empty>
LCID,LUCID GROUP INC COM,7.76,0,0.00%,"1,885,748",6.90,6.94,0,0,-1.58,"14,234 M",88.54%
FFIE,FARADAY FUTURE INTELLIGENT ELE COM,.2466,0,0.00%,"739,119",.2390,.2399,0,0,-1.09,316 M,276.46%
TSLA,TESLA INC COM,203.93,0,0.00%,"324,217",202.65,202.70,0,0,3.4,"646,357 M",62.47%
NIO,NIO INC ADR,7.53,0,0.00%,"287,333",7.38,7.39,0,0,-1.276,"12,709 M",89.55%
QSG,QUANTASING GROUP LIMITED ADR,8.60,0,0.00%,"186,119",10.72,10.74,0,0,-.9722,474 M,<empty>
MULN,MULLEN AUTOMOTIVE INC COM,.7260,0,0.00%,"107,698",.7350,.7375,0,0,293.4,125 M,285.66%
LI,LI AUTO INC ADR,29.05,0,0.00%,"97,947",28.86,28.98,0,0,-.1665,"28,387 M",55.81%
CCL,CARNIVAL CORP UNITS,11.23,0,0.00%,"80,077",11.33,11.35,0,0,-4.05,"14,631 M",64.67%
GOEV,CANOO INC COM CL A,.5560,0,0.00%,"72,273",.5565,.5590,0,0,-1.49,280 M,125.44%
XPEV,XPENG INC ADR,7.88,0,0.00%,"60,995",7.86,7.86,0,0,-1.636,"6,802 M",76.20%
EJH,E-HOME HOUSEHOLD SVC COM,.1730,0,0.00%,"48,322",.1850,.1910,0,0,-43.59,4.2 M,<empty>
F,FORD MOTOR CO COM,12.00,0,0.00%,"28,080",12.05,12.06,0,0,.73,"48,009 M",40.62%
AEO,AMERICAN EAGLE OUTFITTERS INC COM,10.17,0,0.00%,"24,750",10.10,10.17,0,0,.57,"2,008 M",46.55%
CLEU,CHINA LIBERAL EDUCATION HLDGS COM,.6242,0,0.00%,"19,424",.6195,.6690,0,0,-.07,20 M,<empty>
NCLH,NORWEGIAN CRUISE LINE HLDGS LT COM,14.85,0,0.00%,"18,753",14.85,14.94,0,0,-3.44,"6,299 M",54.26%
RIVN,RIVIAN AUTOMOTIVE INC COM CL A,14.73,0,0.00%,"18,473",14.62,14.64,0,0,-7.08,"13,836 M",81.77%
CVNA,CARVANA CO COM CL A,12.92,0,0.00%,"11,664",13.05,13.07,0,0,-14.36,"1,372 M",150.31%
AAP,ADVANCE AUTO PARTS INC COM,72.89,0,0.00%,"10,862",71.35,71.50,0,0,8.27,"4,332 M",49.53%
NKE,NIKE INC COM CL B,105.26,0,0.00%,"9,745",105.20,106.00,0,0,3.47,"161,783 M",36.49%
SLNA,SELINA HOSPITALITY PLC COM,.8500,0,0.00%,"9,597",.9600,1.0000,0,0,-3.73,84 M,<empty>
WYNN,WYNN RESORTS LTD COM,98.70,0,0.00%,"9,567",97.34,98.18,0,0,-2.16,"11,232 M",47.24%
STLA,STELLANTIS N.V. COM,15.30,0,0.00%,"7,651",15.42,15.43,0,0,5.587,"47,817 M",32.04%
CUK,CARNIVAL PLC ADR SPONSORED,9.97,0,0.00%,"6,243",10.05,10.09,0,0,-4.05,"12,989 M",76.96%
TCOM,TRIP COM GROUP LTD ADR,31.58,0,0.00%,"6,203",30.87,31.15,0,0,.3071,"20,405 M",48.07%
EDU,NEW ORIENTAL EDUCATION AND TEC ADR SPONSORED,37.67,0,0.00%,"5,245",38.63,38.95,0,0,-.2,"6,402 M",61.64%
VSCO,VICTORIAS SECRET AND CO COM,20.42,0,0.00%,"4,800",17.22,17.50,0,0,4.14,"1,599 M",92.31%
GME,GAMESTOP CORPORATION COM CL A,24.05,0,0.00%,"4,506",24.11,24.48,0,0,-1.03,"7,328 M",97.31%
PTON,PELOTON INTERACTIVE INC COM CL A,7.28,0,0.00%,"3,886",7.30,7.34,0,0,-6.78,"2,580 M",88.92%
GOTU,GAOTU TECHEDU INC ADR,2.36,0,0.00%,"3,876",2.37,2.43,0,0,.0373,615 M,121.47%
SBUX,STARBUCKS CORP COM,97.64,0,0.00%,"3,398",97.77,98.00,0,0,3.08,"111,934 M",21.45%
CENN,CENNTRO ELECTRIC GROUP LTD COM,.3018,0,0.00%,"3,332",.3049,.3085,0,0,-.1311,79 M,<empty>
GPS,GAP INC COM,8.02,0,0.00%,"3,251",7.85,8.10,0,0,-.16,"2,952 M",64.23%
LL,LL FLOORING HOLDINGS INC COM,4.50,0,0.00%,"3,080",4.37,4.44,0,0,-.93,137 M,66.98%
FL,FOOT LOCKER INC COM,25.32,0,0.00%,"2,861",25.20,25.68,0,0,2.59,"2,366 M",48.43%
ARVL,ARRIVAL GROUP COM,3.75,0,0.00%,"2,850",3.85,4.09,0,0,-6.693,57 M,172.77%
ABNB,AIRBNB INC COM CL A,109.77,0,0.00%,"2,807",109.50,109.75,0,0,3,"69,183 M",44.90%
VFC,V F CORP COM,17.22,0,0.00%,"2,802",17.04,17.40,0,0,.31,"6,693 M",56.73%
FSR,FISKER INC COM CL A,6.28,0,0.00%,"2,661",6.24,6.43,0,0,-1.77,"2,074 M",110.13%
RACE,FERRARI N V COM,286.67,0,0.00%,"2,361",291.36,291.68,0,0,5.703,"52,009 M",24.06%
CONN,CONNS INC COM,4.06,0,0.00%,"1,946",3.80,3.81,0,0,-2.46,98 M,99.43%
GM,GENERAL MOTORS CO COM,32.32,0,0.00%,"1,870",32.48,32.57,0,0,6.47,"44,929 M",39.02%
KXIN,KAIXIN AUTO HOLDINGS COM,.2501,0,0.00%,"1,600",.2430,.2600,0,0,-.0004,57 M,454.02%
PSNY,POLESTAR AUTOMOTIVE HOLDING UK ADR,3.41,0,0.00%,"1,591",3.34,3.39,0,0,-.0949,"7,195 M",85.53%
JZ,JIANZHI EDUCATION TECH GRP CO ADR,.9602,0,0.00%,"1,564",.9700,1.0300,0,0,.1416,58 M,<empty>
CPRI,CAPRI HOLDINGS LTD COM,35.10,0,0.00%,"1,510",34.68,36.00,0,0,5.31,"4,120 M",45.03%
LULU,LULULEMON ATHLETICA INC COM,331.93,0,0.00%,"1,463",331.00,335.00,0,0,6.68,"42,261 M",50.42%
HD,HOME DEPOT INC COM,283.45,0,0.00%,"1,283",283.95,284.49,0,0,16.42,"284,974 M",27.54%
EVGO,EVGO INC COM CL A,3.96,0,0.00%,"1,245",3.96,3.97,0,0,-.37,404 M,85.26%
GSUN,GOLDEN SUN ED GROUP LTD COM,1.085,0,0.00%,"1,232",1.090,1.120,0,0,-.15,20 M,<empty>
TAL,TAL EDUCATION GROUP ADR,5.43,0,0.00%,"1,148",5.45,5.57,0,0,-.2133,"3,523 M",65.79%
NEPH,NEPHROS INC COM,1.60,0,0.00%,"1,141",1.52,1.62,0,0,-.57,17 M,<empty>
